accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
1985522,Lepidoptera,Geometridae,Cleorodes,Cleorodes lichenaria Hufn.,Cleorodes lichenaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1965640,Lepidoptera,Geometridae,Fagivorina,Fagivorina arenaria Hufn.,Fagivorina arenaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
8421569,Lepidoptera,Geometridae,Ectropis,Ectropis crepuscularia D.& S.,Ectropis crepuscularia,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1967597,Lepidoptera,Geometridae,Paradarisa,Paradarisa consonaria Hb.,Paradarisa consonaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1958024,Lepidoptera,Geometridae,Parectropis,Parectropis similaria Hufn.,Parectropis similaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1990150,Lepidoptera,Geometridae,Aethalura,Aethalura punctulata D.& S.,Aethalura punctulata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1956440,Lepidoptera,Geometridae,Ematurga,Ematurga atomaria L.,Ematurga atomaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1973414,Lepidoptera,Geometridae,Bupalus,Bupalus piniaria L.,Bupalus piniaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143697,Lepidoptera,Geometridae,Cabera,Cabera pusaria L.,Cabera pusaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143675,Lepidoptera,Geometridae,Cabera,Cabera exanthemata Scop.,Cabera exanthemata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1986052,Lepidoptera,Geometridae,Lomographa,Lomographa bimaculata F.,Lomographa bimaculata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1986056,Lepidoptera,Geometridae,Lomographa,Lomographa temerata D.& S.,Lomographa temerata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524403,Lepidoptera,Geometridae,Aleucis,Aleucis distinctata HS.,Aleucis distinctata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5148247,Lepidoptera,Geometridae,Theria,Theria rupicapraria D.& S.,Theria rupicapraria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5148248,Lepidoptera,Geometridae,Theria,Theria primaria Hw.,Theria primaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1978776,Lepidoptera,Geometridae,Campaea,Campaea margaritata L.,Campaea margaritaria,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
5143651,Lepidoptera,Geometridae,Hylaea,Hylaea fasciaria L.,Hylaea fasciaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4524951,Lepidoptera,Geometridae,Charissa,Charissa obscurata D.& S.,Charissa obscurata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5144543,Lepidoptera,Geometridae,Siona,Siona lineata Scop.,Siona lineata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1967265,Lepidoptera,Geometridae,Aspitates,Semiaspilates ochrearia Rossi,Aspitates ochrearia,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
1959467,Lepidoptera,Geometridae,Dyscia,Dyscia fagaria Thnbg.,Dyscia fagaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1970284,Lepidoptera,Geometridae,Perconia,Perconia strigillaria Hb.,Perconia strigillaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143947,Lepidoptera,Geometridae,Alsophila,Alsophila aescularia D.& S.,Alsophila aescularia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5149474,Lepidoptera,Geometridae,Aplasta,Aplasta ononaria Fuessl.,Aplasta ononaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1987527,Lepidoptera,Geometridae,Pseudoterpna,Pseudoterpna pruinata Hufn.,Pseudoterpna pruinata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5144534,Lepidoptera,Geometridae,Geometra,Geometra papilionaria L.,Geometra papilionaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4523522,Lepidoptera,Geometridae,Comibaena,Comibaena bajularia D.& S.,Comibaena bajularia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957300,Lepidoptera,Geometridae,Thetidia,Antonechloris smaragdaria F.,Thetidia smaragdaria,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
1991371,Lepidoptera,Geometridae,Hemithea,Hemithea aestivaria Hb.,Hemithea aestivaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1961040,Lepidoptera,Geometridae,Chlorissa,Chlorissa viridata L.,Chlorissa viridata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1961013,Lepidoptera,Geometridae,Chlorissa,Phaiogramma etruscaria Zell.,Chlorissa etruscaria,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
1963306,Lepidoptera,Geometridae,Thalera,Thalera fimbrialis Scop.,Thalera fimbrialis,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1991179,Lepidoptera,Geometridae,Hemistola,Hemistola chrysoprasaria Esp.,Hemistola chrysoprasaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1978065,Lepidoptera,Geometridae,Jodis,Jodis lactearia L.,Jodis lactearia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1978056,Lepidoptera,Geometridae,Jodis,Jodis putata L.,Jodis putata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
